,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
5111,43,192.511627907,-0.0791469787187,-1.92063314054,232.0,120.0,68.3399069947,120.0,270.0,120.0,252.0,132.0,pcsnpny,20150205,Adult,American,Male
5112,36,217.833333333,-1.25653513437,-0.295892984237,240.0,240.0,52.8801054798,120.0,258.0,234.0,248.0,14.0,pcsnpny,20150205,Adult,American,Male
5114,51,120.0,0.0,-3.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,0.0,pcsnpny,20150206,Adult,American,Male
5115,17,148.235294118,1.69733684958,0.880952380952,120.0,120.0,60.9952065733,120.0,280.0,120.0,120.0,0.0,pcsnpny,20150206,Adult,American,Male
5116,32,199.875,-0.501159172881,-1.54451999234,220.0,120.0,59.3168135945,120.0,268.0,120.0,244.0,124.0,pcsnpny,20150206,Adult,American,Male
5117,32,150.75,1.60128153805,0.564102564103,120.0,120.0,64.0112294836,120.0,284.0,120.0,120.0,0.0,pcsnpny,20150206,Adult,American,Male
5118,36,158.5,0.844231764818,-1.28727272727,120.0,120.0,58.0409338312,120.0,246.0,120.0,246.0,126.0,pcsnpny,20150206,Adult,American,Male
5119,18,255.222222222,-1.74224299009,1.12195757854,278.0,278.0,60.8171718765,120.0,294.0,278.0,278.0,0.0,pcsnpny,20150206,Adult,American,Male
5120,69,122.608695652,3.8858855409,18.6600288355,120.0,120.0,22.6256346801,72.0,240.0,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5121,31,122.580645161,1.38247808275,2.6014407039,120.0,120.0,29.0325448015,76.0,200.0,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5123,63,121.142857143,7.57728127093,56.1547889561,120.0,120.0,8.04522365026,120.0,184.0,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5124,51,120.352941176,-2.5697276236,19.2175926976,120.0,120.0,8.57452572155,72.0,142.0,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5125,31,161.806451613,1.10581467116,-0.777173913043,120.0,120.0,70.8862875656,120.0,282.0,120.0,201.0,81.0,pcsnpny,20150221,Adult,American,Male
5126,77,121.090909091,4.76520799202,20.7072072072,120.0,120.0,5.41805979118,120.0,148.0,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5127,54,111.469135802,0.645900574797,-0.278008131384,104.0,46.0,64.3959433875,24.0,258.0,46.0,142.0,96.0,pcsnpny,20150301,Adult,American,Male
5128,47,118.524822695,0.715178914478,-0.122827678657,120.0,120.0,70.5991831093,22.0,280.0,68.0,151.0,83.0,pcsnpny,20150303,Adult,American,Male
5129,76,93.2456140351,0.769667279028,2.75554413674,95.0,74.0,37.1002028817,20.0,250.0,73.5,114.0,40.5,pcsnpny,20150303,Adult,American,Male
5130,52,102.230769231,-0.0941920090186,0.43414254092,120.0,120.0,43.7222946934,24.0,240.0,46.0,120.0,74.0,pcsnpny,20150303,Adult,American,Male
5131,35,100.895238095,0.912660386352,0.5940441973,86.0,80.0,57.4052578438,28.0,258.0,58.6666666667,125.0,66.3333333333,pcsnpny,20150303,Adult,American,Male
5132,25,109.44,-0.358155002407,-1.33472565018,134.0,138.0,49.7466219959,28.0,174.0,72.0,144.0,72.0,pcsnpny,20150303,Adult,American,Male
5133,36,93.2592592593,0.767418405375,0.989532691597,92.0,116.0,38.5335440779,30.0,198.0,68.0,116.0,48.0,pcsnpny,20150303,Adult,American,Male
5134,84,102.777777778,0.808337947947,0.0975282383928,100.0,100.0,66.3517828162,14.0,264.0,34.0,122.0,88.0,pcsnpny,20150303,Adult,American,Male
5135,34,93.0392156863,0.286806301746,-0.533932624598,94.0,80.0,46.9329075227,16.0,181.333333333,76.5,116.0,39.5,pcsnpny,20150303,Adult,American,Male
5136,61,100.819672131,0.946313387382,0.0135907856034,94.0,24.0,72.1922542952,24.0,276.0,38.0,120.0,82.0,pcsnpny,20150303,Adult,American,Male
5137,45,149.466666667,0.460375906504,-1.39828207531,100.0,292.0,98.5209735144,26.0,292.0,76.0,292.0,216.0,pcsnpny,20150303,Adult,American,Male
5138,43,136.031007752,0.0838222208844,-1.51127780542,120.0,226.0,72.0536626735,34.0,226.0,72.0,226.0,154.0,pcsnpny,20150303,Adult,American,Male
5139,40,110.133333333,0.863915225265,0.830863655675,116.0,120.0,59.2837245793,16.0,260.0,74.0,130.0,56.0,pcsnpny,20150303,Adult,American,Male
5140,44,100.96969697,-0.0796615203881,0.127718313558,102.0,120.0,41.7434334146,20.0,200.0,87.3333333333,120.0,32.6666666667,pcsnpny,20150303,Adult,American,Male
5141,44,110.681818182,0.011420924129,-0.183184371553,118.0,118.0,42.8123669088,24.0,212.0,86.0,130.5,44.5,pcsnpny,20150303,Adult,American,Male
5142,62,97.2903225806,-0.551548143469,-0.903744162075,120.0,120.0,44.1362944411,18.0,184.0,53.0,120.0,67.0,pcsnpny,20150303,Adult,American,Male
5143,49,99.8503401361,1.03051086387,0.0212701265748,88.0,88.0,77.2351317975,20.0,274.0,32.0,120.0,88.0,pcsnpny,20150303,Adult,American,Male
5144,47,109.617021277,-0.172903988244,0.985720026343,116.0,116.0,28.6036730538,24.0,168.0,92.0,116.0,24.0,pcsnpny,20150303,Adult,American,Male
5145,37,99.2612612613,-0.610917429857,-0.411942930874,100.0,120.0,31.8063901955,36.0,148.0,88.0,120.0,32.0,pcsnpny,20150303,Adult,American,Male
5146,59,68.384180791,0.883082204076,-0.425791060369,44.0,40.0,42.9086013949,16.0,176.0,34.0,96.0,62.0,pcsnpny,20150303,Adult,American,Male
5147,53,138.641509434,0.615644556366,-0.935543328142,122.0,292.0,93.5713911254,20.0,292.0,68.0,188.0,120.0,pcsnpny,20150303,Adult,American,Male
5148,58,102.896551724,1.27885580929,1.33594947634,92.0,92.0,63.274086229,22.0,274.0,70.0,120.0,50.0,pcsnpny,20150303,Adult,American,Male
5149,31,94.5161290323,0.515224956375,-1.12063553794,80.0,38.0,61.5980052922,28.0,232.0,39.0,150.0,111.0,pcsnpny,20150303,Adult,American,Male
5150,30,105.111111111,0.357036010762,-0.538236715151,98.0,74.0,49.6453595857,20.0,218.0,74.0,120.0,46.0,pcsnpny,20150303,Adult,American,Male
5151,91,169.853479853,0.1726362374,-1.32573112602,120.0,120.0,87.5609427929,16.0,296.0,106.0,240.0,134.0,pcsnpny,20150303,Adult,American,Male
5152,65,128.348717949,0.947419536816,0.246616236589,120.0,84.0,69.8265599988,26.0,280.0,84.0,168.0,84.0,pcsnpny,20150303,Adult,American,Male
5153,41,94.5853658537,0.378657191445,-0.984254121316,94.0,40.0,55.1462593595,24.0,206.0,40.0,142.0,102.0,pcsnpny,20150303,Adult,American,Male
5154,51,104.745098039,-0.0898358213526,-0.190130287619,110.0,120.0,49.3599375463,18.0,240.0,79.6666666667,128.0,48.3333333333,pcsnpny,20150304,Adult,American,Male
5155,41,87.3983739837,-0.00594823832157,-1.12154086309,88.0,120.0,36.1705699825,32.0,152.0,46.0,120.0,74.0,pcsnpny,20150304,Adult,American,Male
5156,48,136.083333333,0.797344904569,1.21020753738,120.0,120.0,50.967241658,22.0,262.0,120.0,154.0,34.0,pcsnpny,20150304,Adult,American,Male
5157,42,65.8888888889,0.741537774921,-0.635462603996,53.3333333333,32.0,44.0780732702,18.0,166.0,30.0,99.8333333333,69.8333333333,pcsnpny,20150304,Adult,American,Male
5158,35,111.923809524,-0.225576650181,-0.0435440140752,112.0,96.0,42.7917130172,26.0,190.0,96.0,131.0,35.0,pcsnpny,20150306,Adult,American,Male
5159,56,120.071428571,1.30429707933,0.389798023475,89.3333333333,88.0,65.1219464837,40.0,266.0,88.0,121.0,33.0,pcsnpny,20150306,Adult,American,Male
5160,45,97.3481481481,1.04011895928,0.920905860524,96.0,28.0,65.1664518536,24.0,272.0,36.0,136.0,100.0,pcsnpny,20150306,Adult,American,Male
5161,51,167.947712418,0.0286888138979,-1.58546981074,170.0,292.0,97.3332297553,22.0,292.0,74.0,264.0,190.0,pcsnpny,20150307,Adult,American,Male
5162,45,114.148148148,0.742532794685,0.225798919672,114.0,40.0,60.5303130082,32.0,262.0,74.6666666667,132.0,57.3333333333,pcsnpny,20150307,Adult,American,Male
5163,53,116.968553459,0.90989769051,-0.169519100363,92.0,72.0,67.5170376557,14.0,280.0,72.0,152.0,80.0,pcsnpny,20150307,Adult,American,Male
5164,21,105.80952381,0.331861040148,1.01391426077,120.0,120.0,49.0826504578,20.0,240.0,88.0,120.0,32.0,pcsnpny,20150313,Adult,American,Male
5165,42,147.111111111,0.185133190997,-0.962670088392,120.0,120.0,80.7159323083,26.0,292.0,120.0,224.0,104.0,pcsnpny,20150313,Adult,American,Male
5166,26,129.692307692,0.882797173622,0.96948870957,120.0,120.0,52.6459650224,16.0,240.0,120.0,120.0,0.0,pcsnpny,20150313,Adult,American,Male
5167,49,167.510204082,-0.0857386050436,-0.981250140947,180.0,180.0,81.3904979785,18.0,286.0,120.0,274.0,154.0,pcsnpny,20150314,Adult,American,Male
5168,27,158.740740741,0.663072915035,-0.80830936437,120.0,120.0,70.5116710027,24.0,280.0,120.0,240.0,120.0,pcsnpny,20150314,Adult,American,Male
5169,34,125.647058824,0.631149118083,-0.580961835709,120.0,120.0,72.8262746692,24.0,252.0,78.0,120.0,42.0,pcsnpny,20150314,Adult,American,Male
5170,69,160.289855072,-0.132300309263,-1.63704441799,120.0,240.0,95.6207941501,26.0,276.0,72.0,248.0,176.0,pcsnpny,20150314,Adult,American,Male
5171,30,115.666666667,1.24887536918,0.906918112023,106.0,120.0,57.5038162985,38.0,248.0,85.0,120.0,35.0,pcsnpny,20150314,Adult,American,Male
5172,36,161.111111111,0.200605150206,-1.34258118456,120.0,120.0,70.9028199478,36.0,252.0,120.0,252.0,132.0,pcsnpny,20150314,Adult,American,Male
5173,33,109.070707071,1.08766815534,2.5657587392,120.0,120.0,44.328416039,24.0,240.0,82.0,120.0,38.0,pcsnpny,20150314,Adult,American,Male
5174,41,115.12195122,-0.342582126633,1.28053551897,120.0,120.0,33.7943530583,36.0,192.0,120.0,120.0,0.0,pcsnpny,20150314,Adult,American,Male
5175,26,131.615384615,1.74141115104,1.95975901084,120.0,120.0,42.834275387,82.0,240.0,120.0,120.0,0.0,pcsnpny,20150314,Adult,American,Male
5176,35,115.161904762,0.436225544516,-0.789840843763,120.0,120.0,54.129613491,32.0,226.666666667,70.0,148.0,78.0,pcsnpny,20150317,Adult,American,Male
5177,33,100.909090909,0.78026209882,0.645709596034,100.0,40.0,45.069887573,40.0,224.0,78.0,120.0,42.0,pcsnpny,20150317,Adult,American,Male
5178,48,156.763888889,0.15831433913,-1.41700735825,139.333333333,242.0,84.4528127707,32.0,288.0,83.0,242.0,159.0,pcsnpny,20150317,Adult,American,Male
5179,43,132.527131783,0.51639052771,-1.03076332788,120.0,268.0,85.6815277599,14.0,268.0,71.0,198.666666667,127.666666667,pcsnpny,20150317,Adult,American,Male
5180,42,104.428571429,0.752564561577,0.846698253388,101.0,80.0,42.1099144853,24.0,204.0,80.0,112.0,32.0,pcsnpny,20150317,Adult,American,Male
5181,29,93.6091954023,0.424174000588,-1.17354725955,72.0,72.0,54.3688318536,29.3333333333,188.0,46.0,126.0,80.0,pcsnpny,20150317,Adult,American,Male
5182,44,152.560606061,0.102178475311,-1.55135072585,131.666666667,280.0,97.2271050853,24.0,280.0,64.0,248.0,184.0,pcsnpny,20150317,Adult,American,Male
5183,31,105.376344086,0.439887875498,-0.54573442258,108.0,24.0,61.2448954459,24.0,228.0,55.0,134.0,79.0,pcsnpny,20150317,Adult,American,Male
5184,51,136.967320261,0.388018461624,-1.39892428764,120.0,248.0,78.676117049,34.6666666667,248.0,74.0,244.0,170.0,pcsnpny,20150317,Adult,American,Male
5185,37,118.198198198,0.82681320818,-0.643705227129,84.0,258.0,77.6114701385,24.0,258.0,69.3333333333,162.0,92.6666666667,pcsnpny,20150317,Adult,American,Male
5186,54,165.111111111,-0.17704502045,-1.52267852586,176.0,244.0,91.0918678866,26.0,286.0,78.0,244.0,166.0,pcsnpny,20150321,Adult,American,Male
5187,53,143.182389937,0.616419340869,-1.09601580861,118.0,284.0,84.1728920056,32.0,284.0,78.0,236.0,158.0,pcsnpny,20150321,Adult,American,Male
5188,34,97.4901960784,1.48855609566,1.99777196093,82.0,120.0,72.7069610936,16.0,294.0,32.6666666667,120.0,87.3333333333,pcsnpny,20150321,Adult,American,Male
5189,43,121.953488372,0.742638868465,-0.931456198453,88.0,244.0,73.89809246,24.0,244.0,68.0,166.0,98.0,pcsnpny,20150321,Adult,American,Male
5190,21,120.793650794,1.3699811271,3.58031086671,120.0,120.0,45.7823787398,32.0,272.0,88.0,132.0,44.0,pcsnpny,20150321,Adult,American,Male
5191,23,92.4057971014,-0.362003745541,-1.23184024515,102.0,30.0,43.4910126228,26.0,150.0,52.3333333333,120.0,67.6666666667,pcsnpny,20150321,Adult,American,Male
5192,32,120.645833333,0.965821084785,0.418591928092,108.0,134.0,69.2175484282,21.3333333333,280.0,83.0,134.0,51.0,pcsnpny,20150321,Adult,American,Male
5193,49,147.727891156,0.457269569371,-1.29869395115,124.0,272.0,86.5030290183,24.0,274.0,78.0,268.0,190.0,pcsnpny,20150321,Adult,American,Male
5194,26,138.769230769,0.620034241245,-0.974955466258,110.0,272.0,78.6170404763,36.0,272.0,80.0,197.5,117.5,pcsnpny,20150321,Adult,American,Male
5195,44,149.545454545,-0.0574915164865,-1.61390418689,145.0,250.0,86.1551070996,28.0,254.0,71.5,250.0,178.5,pcsnpny,20150321,Adult,American,Male
5196,69,176.898550725,-0.444060917441,-1.48663260479,224.0,244.0,84.5139423718,28.0,264.0,98.6666666667,244.0,145.333333333,pcsnpny,20150321,Adult,American,Male
5197,40,179.1,0.134722344917,-1.68199349205,138.0,280.0,88.3780452878,42.0,286.0,101.166666667,280.0,178.833333333,pcsnpny,20150321,Adult,American,Male
5198,69,191.68115942,-0.706006861364,-1.16261845571,252.0,252.0,87.1777283009,16.0,286.0,120.0,256.0,136.0,pcsnpny,20150321,Adult,American,Male
5199,44,141.363636364,0.386494881562,-1.14873489655,122.0,264.0,80.6464981731,26.0,264.0,90.0,201.0,111.0,pcsnpny,20150321,Adult,American,Male
5200,41,169.772357724,0.213698563464,-1.44327017426,148.0,274.0,79.8183044742,32.0,274.0,104.0,274.0,170.0,pcsnpny,20150321,Adult,American,Male
5201,42,126.301587302,0.797818149959,-0.0186339442289,119.0,120.0,69.3075657827,32.0,288.0,74.0,180.0,106.0,pcsnpny,20150321,Adult,American,Male
5202,35,83.3714285714,1.08384708699,0.208611838295,70.0,20.0,62.2635347142,20.0,240.0,34.0,100.0,66.0,pcsnpny,20150321,Adult,American,Male
5203,45,105.333333333,0.188795609338,0.304432687226,126.0,126.0,45.7665574167,28.0,226.0,80.0,126.0,46.0,pcsnpny,20150321,Adult,American,Male
5204,38,133.526315789,0.48318402005,-1.00988752611,127.0,20.0,87.3849998362,20.0,280.0,66.0,184.0,118.0,pcsnpny,20150321,Adult,American,Male
5205,34,178.431372549,0.0825091480187,-1.39760332093,164.0,260.0,69.0650696978,42.0,278.0,120.0,260.0,140.0,pcsnpny,20150321,Adult,American,Male
5206,25,108.826666667,1.0891922603,0.652142002899,112.0,120.0,75.8691926937,16.0,282.0,42.6666666667,120.0,77.3333333333,pcsnpny,20150321,Adult,American,Male
5207,21,103.174603175,0.956117191813,0.172636630521,100.0,32.0,60.0183057655,32.0,238.0,72.0,128.0,56.0,pcsnpny,20150321,Adult,American,Male
5208,41,152.178861789,0.314337585041,-1.36362737745,136.0,248.0,91.1893143065,16.0,294.0,78.0,248.0,170.0,pcsnpny,20150321,Adult,American,Male
5209,41,122.178861789,0.912131934016,-0.835808419595,72.0,290.0,99.7543893679,16.0,290.0,42.0,136.0,94.0,pcsnpny,20150321,Adult,American,Male
5210,44,141.136363636,0.341354901446,-1.20809044507,120.0,256.0,76.9420061738,24.0,256.0,88.5,234.0,145.5,pcsnpny,20150321,Adult,American,Male
5211,40,110.8,1.07486776177,1.28643484173,106.0,122.0,68.2111427847,16.0,292.0,66.0,144.0,78.0,pcsnpny,20150321,Adult,American,Male
5212,32,95.0833333333,1.11657091685,1.98041491973,93.0,68.0,43.69234296,24.0,234.0,68.0,110.0,42.0,pcsnpny,20150321,Adult,American,Male
5213,39,123.35042735,0.841493142255,-0.290742193266,100.0,120.0,78.7476748164,20.0,298.0,70.0,152.0,82.0,pcsnpny,20150321,Adult,American,Male
5214,45,125.066666667,0.369295047207,-1.38585800666,120.0,242.0,81.2311926951,32.0,242.0,40.0,242.0,202.0,pcsnpny,20150321,Adult,American,Male
5215,70,173.019047619,-0.249954932553,-1.58044412812,208.0,254.0,92.4748766519,26.6666666667,282.0,90.0,254.0,164.0,pcsnpny,20150321,Adult,American,Male
5216,34,124.117647059,0.76473362751,-0.982807177611,94.0,284.0,97.5379893261,22.0,284.0,46.0,198.0,152.0,pcsnpny,20150321,Adult,American,Male
5217,24,239.583333333,-1.4091395435,0.0304396420059,266.0,266.0,61.5710407217,120.0,278.0,266.0,278.0,12.0,pcsnpny,20150322,Adult,American,Male
5218,30,80.7777777778,-0.0179477804336,-0.135479808244,84.0,78.0,36.9207693565,13.3333333333,174.0,53.5,102.0,48.5,pcsnpny,20150322,Adult,American,Male
5219,14,120.0,0.0,-3.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,0.0,pcsnpny,20150326,Adult,American,Male
5220,25,155.68,1.22276070377,-0.489958448429,120.0,120.0,64.328357666,112.0,276.0,120.0,120.0,0.0,pcsnpny,20150326,Adult,American,Male
5221,21,120.0,0.0,-3.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,0.0,pcsnpny,20150326,Adult,American,Male
5222,15,120.0,0.0,-3.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,0.0,pcsnpny,20150326,Adult,American,Male
5223,19,122.105263158,4.00693842672,14.0555555556,120.0,120.0,8.93187513078,120.0,160.0,120.0,120.0,0.0,pcsnpny,20150326,Adult,American,Male
5224,30,111.866666667,-1.90938894787,1.96813972985,120.0,120.0,17.2196270446,66.0,120.0,120.0,120.0,0.0,pcsnpny,20150504,Adult,American,Male
5225,13,113.846153846,-3.17542648054,8.08333333333,120.0,120.0,21.3175484008,40.0,120.0,120.0,120.0,0.0,pcsnpny,20150504,Adult,American,Male
5226,67,168.139303483,-0.218240866637,-1.39424947367,182.0,182.0,84.9876032176,22.0,274.0,84.0,260.0,176.0,pcsnpny,20150508,Adult,American,Male
5227,29,107.494252874,1.30113781148,1.46943116151,100.0,116.0,61.6067506806,34.0,262.0,76.0,120.0,44.0,pcsnpny,20150508,Adult,American,Male
5228,43,138.558139535,0.682164931988,-0.947316892095,112.0,268.0,79.0635018037,32.0,268.0,80.0,196.0,116.0,pcsnpny,20150508,Adult,American,Male
5229,54,144.716049383,0.215780113763,-1.48303966863,116.0,252.0,84.5076617027,12.0,252.0,72.0,250.0,178.0,pcsnpny,20150508,Adult,American,Male
5230,18,124.111111111,0.582239823973,-1.29883453124,77.0,74.0,92.1338934431,16.0,274.0,46.0,222.0,176.0,pcsnpny,20150616,Adult,American,Male
5231,48,133.0,3.10634760704,7.81363816738,120.0,120.0,43.5315977194,120.0,288.0,120.0,120.0,0.0,pcsnpny,20150708,Adult,American,Male
5232,49,118.204081633,0.381884866784,-0.577609974478,118.0,118.0,59.1268598995,24.0,226.0,72.0,154.0,82.0,pcsnpny,20150725,Adult,American,Male
5233,35,98.0761904762,0.098526894569,-1.2139933651,90.0,174.0,57.2528275154,16.0,188.0,54.0,152.0,98.0,pcsnpny,20150805,Adult,American,Male
5234,41,109.756097561,0.345748123873,-0.417940339178,114.0,130.0,55.4646802524,26.0,242.0,72.0,130.0,58.0,pcsnpny,20150805,Adult,American,Male
5235,77,163.333333333,-0.0613465254231,-1.27887740581,156.0,84.0,75.0354221306,16.0,270.0,84.0,250.0,166.0,pcsnpny,20150816,Adult,American,Male
5236,55,114.315151515,1.10992592723,-0.0435977324251,90.0,106.0,86.5315361018,18.6666666667,286.0,50.0,117.666666667,67.6666666667,pcsnpny,20150816,Adult,American,Male
5237,51,204.62745098,-0.99377751827,-0.706671313237,254.0,254.0,84.534703579,30.0,292.0,137.0,260.0,123.0,pcsnpny,20150820,Adult,American,Male
5238,15,246.044444444,-1.62052786973,0.837850734028,292.0,292.0,93.345861593,10.6666666667,292.0,292.0,292.0,0.0,pcsnpny,20151102,Adult,American,Male
5239,27,57.7530864198,1.53968664853,1.733435988,38.0,34.0,39.87765163,22.0,184.0,31.6666666667,76.0,44.3333333333,pcsnpny,20151124,Adult,American,Male
5240,24,123.0,0.493802776652,-0.467775406812,120.0,226.0,62.6119737691,22.0,256.0,76.0,140.0,64.0,pcsnpny,20151124,Adult,American,Male
5241,85,177.498039216,-0.398090369838,-1.53701995065,246.0,246.0,93.0888060572,14.0,280.0,92.0,258.0,166.0,pcsnpny,20151224,Adult,American,Male
5246,254,182.874015748,0.0589451105193,-1.45040297112,178.0,250.0,57.5897098373,100.0,284.0,124.0,234.0,110.0,peope,20081228,Adult,European,Male
5247,240,155.416666667,1.04341691525,-0.138875923659,146.0,116.0,50.2887633793,102.0,274.0,116.0,170.0,54.0,peope,20081228,Adult,European,Male
5248,184,148.326086957,1.6154561485,2.35219350834,138.0,120.0,44.2205708318,90.0,296.0,120.0,154.0,34.0,peope,20081228,Adult,European,Male
5249,632,121.212025316,0.601629341523,-0.0387911570343,106.0,28.0,66.6922317773,18.0,296.0,84.0,174.0,90.0,pepe,20120315,Adult,European,Male
5250,685,196.181995134,-0.723148818531,-1.12886391681,234.0,82.0,70.6427262866,40.0,286.0,118.0,248.0,130.0,perro,20140201,Adult,Other,Male
5251,375,122.672,0.521484352484,6.10630574345,124.0,124.0,44.135185943,10.6666666667,298.0,115.0,134.0,19.0,peterp,20130908,Adult,Australian,Male
5252,412,114.322006472,-1.92998313999,7.05204542285,114.0,120.0,25.2276556067,10.6666666667,160.0,108.0,126.0,18.0,peterp,20130908,Adult,Australian,Male
5253,557,116.402154399,-1.11145218879,2.81147336108,116.0,132.0,37.0234996802,12.0,202.0,108.0,132.0,24.0,peterp,20130908,Adult,Australian,Male
5254,543,111.46961326,0.423342757099,5.48860152443,114.0,114.0,38.8442431727,12.0,264.0,100.0,124.0,24.0,peterp,20130908,Adult,Australian,Male
5255,24589,98.8345093904,1.28456942549,3.10216928042,88.0,78.0,41.7770726674,10.5228543242,298.0,76.0,112.802435507,36.8024355071,peterwhy,20080503,Unknown,British,Male
5256,540,184.037037037,-1.20066177165,4.91989241455,184.0,168.0,22.0345470115,72.0,222.0,168.0,195.0,27.0,petewoods,20130201,Adult,British,Male
5257,726,93.9439853076,-0.872222532744,0.707505445051,100.0,100.0,34.0202488782,16.0,172.0,88.0,110.0,22.0,petjal,20110303,Adult,American,Male
5258,463,126.44924406,0.265575890765,3.96767254076,128.0,128.0,44.7776015541,12.0,290.0,118.0,136.0,18.0,petrpulc,20140215,Youth,American,Male
5259,495,133.36969697,-0.0951839489309,0.825905314959,126.0,120.0,51.785394396,10.6666666667,242.0,115.0,156.0,41.0,petrpulc,20140215,Youth,American,Male
5260,758,102.935795954,1.17496386654,0.663744603395,80.0,76.0,57.8248270577,12.0,262.0,72.0,110.0,38.0,pfmm,20080526,Adult,Other,Male
5261,261,128.806194125,0.295551425803,-0.23776356785,116.0,116.0,42.9202326873,10.4166666667,208.0,100.0,170.0,70.0,phil,20080215,Adult,British,Male
5262,218,119.651376147,0.632827956959,-0.0387574589785,108.0,108.0,51.7916390381,12.0,224.0,90.5,128.0,37.5,phil,20080215,Adult,British,Male
5263,568,115.419014085,0.243553838688,-0.708360745734,112.0,108.0,10.2128987284,92.0,140.0,108.0,126.0,18.0,photon66,20100528,Adult,British,Male
5264,226,156.348082596,0.606506231112,-0.350488004693,136.0,132.0,47.5476966839,90.0,270.0,124.0,193.0,69.0,phowardcom,20090824,Adult,British,Male
5265,329,117.795224039,-2.54089932158,5.41856457099,124.0,130.0,33.2847182199,11.0268780152,152.0,118.0,132.0,14.0,phr0663r,20090922,Adult,British,Male
5266,485,92.2483671821,0.67614796757,0.486944578253,112.0,18.0,67.6888677037,12.0,290.0,20.0,130.0,110.0,pierrep,20110607,Adult,Other,Male
5267,305,139.180327869,0.771163753301,-0.719503903149,120.0,120.0,24.8177013749,90.0,190.0,120.0,158.0,38.0,pkkikibig,20100105,Adult,American,Male
5268,275,115.99030303,1.21879319083,1.86757476914,118.0,118.0,64.6043929059,28.0,292.0,110.0,118.0,8.0,pleabargain,20100709,Adult,American,Male
5269,231,117.37950938,1.10807720985,1.4625680744,118.0,118.0,67.4588844443,24.0,294.0,110.0,120.0,10.0,pleabargain,20100709,Adult,American,Male
5275,406,145.034482759,1.55372178012,0.919818847933,120.0,120.0,47.0280682681,106.0,288.0,120.0,120.0,0.0,polerizer,20091226,Youth,American,Male
5276,535,151.738317757,1.25879696656,-0.0879720714282,120.0,120.0,53.5838475538,112.0,288.0,120.0,184.0,64.0,polerizer,20091226,Youth,American,Male
5277,486,148.736625514,1.40414535973,0.335153379113,120.0,120.0,52.3729166977,110.0,288.0,120.0,160.0,40.0,polerizer,20091226,Youth,American,Male
5278,402,146.373134328,1.49686168132,0.669856968335,120.0,120.0,50.0223837919,94.0,294.0,120.0,120.0,0.0,polerizer,20091226,Youth,American,Male
5279,411,150.189781022,1.36109163523,0.285124971573,120.0,120.0,52.0947386344,110.0,288.0,120.0,168.0,48.0,polerizer,20091226,Youth,American,Male
5280,369,152.823848238,1.14691336757,-0.283873799661,120.0,120.0,52.4108625177,108.0,286.0,120.0,198.0,78.0,polerizer,20091226,Youth,American,Male
5281,445,148.008988764,1.46591501194,0.719931757416,120.0,120.0,50.1750635062,104.0,288.0,120.0,172.0,52.0,polerizer,20091226,Youth,American,Male
5282,385,134.441558442,0.278660002044,-1.20809021386,118.0,90.0,80.0714118782,16.0,288.0,78.0,198.0,120.0,polerizer,20091226,Youth,American,Male
5283,372,158.440860215,0.890214933215,-0.700517179299,120.0,120.0,57.1346198207,16.0,298.0,120.0,218.0,98.0,polerizer,20091226,Youth,American,Male
5284,161,163.813664596,0.557989018146,-1.51072410582,120.0,120.0,55.9435390803,112.0,254.0,120.0,222.0,102.0,polerizer,20091226,Youth,American,Male
5285,389,150.788346187,-0.0250301645397,-1.08059208453,136.0,90.0,71.2038726335,12.0,276.0,90.0,222.0,132.0,polerizer,20091231,Youth,American,Male
5286,350,142.125714286,0.607445361843,-0.975522661395,90.0,90.0,75.1134722918,22.0,292.0,90.0,202.0,112.0,polerizer,20091231,Youth,American,Male
5287,389,145.760068552,-0.110361237625,-1.22113533427,138.0,90.0,74.9226668955,14.0,284.0,90.0,208.0,118.0,polerizer,20091231,Youth,American,Male
5288,551,138.275862069,1.1452152183,0.185894887979,130.0,132.0,27.3602726079,98.0,202.0,124.0,136.0,12.0,polyscient,20100201,Adult,American,Male
5292,120,136.733333333,0.295513688967,1.32534764501,128.0,126.0,58.043049158,14.0,276.0,118.0,144.0,26.0,poumtatalia,20071105,Adult,British,Male
5293,732,115.402550091,0.800547454569,0.260023930747,106.0,90.0,52.5624277362,21.3333333333,250.0,90.0,116.0,26.0,pritam,20130627,Adult,Indian,Male
5294,536,109.053482587,1.03506929681,1.78811626532,106.0,108.0,43.4649794255,22.0,222.0,90.5,112.0,21.5,pritam,20130627,Adult,Indian,Male
5295,564,117.322695035,0.360747689706,-0.89768156522,106.0,88.0,62.0702140382,22.0,242.0,88.0,192.0,104.0,pritam,20130627,Adult,Indian,Male
5296,287,222.982578397,0.591351041615,-1.08824619669,200.0,200.0,27.0711356685,200.0,296.0,200.0,254.0,54.0,proffles,20080627,Adult,British,Male
